Start conv=19, red footprints found: 1
d=1: frontier=12, visited=59, red_footprints=1 (+0), t=0s, mem=0MB
d=1204: frontier=12, visited=494108, red_footprints=1 (+0), t=35s, mem=236MB
d=1205: frontier=12, visited=494533, red_footprints=1 (+0), t=35s, mem=236MB
d=1206: frontier=12, visited=495002, red_footprints=1 (+0), t=35s, mem=236MB
d=1207: frontier=12, visited=495508, red_footprints=1 (+0), t=35s, mem=236MB
d=1208: frontier=12, visited=495917, red_footprints=1 (+0), t=35s, mem=236MB
d=1209: frontier=12, visited=496377, red_footprints=1 (+0), t=35s, mem=237MB
d=1210: frontier=12, visited=496839, red_footprints=1 (+0), t=35s, mem=237MB
d=1211: frontier=12, visited=497299, red_footprints=1 (+0), t=35s, mem=237MB
d=1212: frontier=12, visited=497813, red_footprints=1 (+0), t=35s, mem=237MB
d=1213: frontier=12, visited=498278, red_footprints=1 (+0), t=35s, mem=238MB
d=1214: frontier=12, visited=498793, red_footprints=1 (+0), t=35s, mem=238MB
d=1215: frontier=12, visited=499228, red_footprints=1 (+0), t=35s, mem=238MB
d=1216: frontier=12, visited=499684, red_footprints=1 (+0), t=35s, mem=238MB
d=1217: frontier=12, visited=500147, red_footprints=1 (+0), t=35s, mem=238MB
d=1218: frontier=12, visited=500607, red_footprints=1 (+0), t=35s, mem=239MB
d=1219: frontier=12, visited=501121, red_footprints=1 (+0), t=35s, mem=239MB
d=1220: frontier=12, visited=501640, red_footprints=1 (+0), t=35s, mem=239MB
d=1221: frontier=12, visited=502086, red_footprints=1 (+0), t=35s, mem=239MB
d=1222: frontier=12, visited=502488, red_footprints=1 (+0), t=35s, mem=240MB
d=1223: frontier=12, visited=502864, red_footprints=1 (+0), t=35s, mem=240MB
d=1224: frontier=12, visited=503294, red_footprints=1 (+0), t=35s, mem=240MB
d=1225: frontier=12, visited=503675, red_footprints=1 (+0), t=35s, mem=240MB
d=1226: frontier=12, visited=504107, red_footprints=1 (+0), t=35s, mem=240MB
d=1227: frontier=12, visited=504466, red_footprints=1 (+0), t=35s, mem=241MB
d=1228: frontier=12, visited=504841, red_footprints=1 (+0), t=35s, mem=241MB
d=1229: frontier=12, visited=505184, red_footprints=1 (+0), t=35s, mem=241MB
d=1230: frontier=12, visited=505559, red_footprints=1 (+0), t=35s, mem=241MB
d=1231: frontier=12, visited=505937, red_footprints=1 (+0), t=35s, mem=241MB
d=1232: frontier=12, visited=506229, red_footprints=1 (+0), t=35s, mem=241MB
d=1233: frontier=12, visited=506557, red_footprints=1 (+0), t=35s, mem=242MB
d=1234: frontier=12, visited=506888, red_footprints=1 (+0), t=35s, mem=242MB
d=1235: frontier=12, visited=507228, red_footprints=1 (+0), t=35s, mem=242MB
d=1236: frontier=12, visited=507622, red_footprints=1 (+0), t=35s, mem=242MB
d=1237: frontier=12, visited=507981, red_footprints=1 (+0), t=35s, mem=242MB
d=1238: frontier=12, visited=508398, red_footprints=1 (+0), t=36s, mem=242MB
d=1239: frontier=12, visited=508746, red_footprints=1 (+0), t=36s, mem=243MB
d=1240: frontier=12, visited=509152, red_footprints=1 (+0), t=36s, mem=243MB
d=1241: frontier=12, visited=509631, red_footprints=1 (+0), t=36s, mem=243MB
d=1242: frontier=12, visited=510083, red_footprints=1 (+0), t=36s, mem=243MB
d=1243: frontier=12, visited=510550, red_footprints=1 (+0), t=36s, mem=243MB
d=1244: frontier=12, visited=510969, red_footprints=1 (+0), t=36s, mem=244MB
d=1245: frontier=12, visited=511460, red_footprints=1 (+0), t=36s, mem=244MB
d=1246: frontier=12, visited=511838, red_footprints=1 (+0), t=36s, mem=244MB
d=1247: frontier=12, visited=512190, red_footprints=1 (+0), t=36s, mem=244MB
d=1248: frontier=12, visited=512596, red_footprints=1 (+0), t=36s, mem=244MB
d=1249: frontier=12, visited=512955, red_footprints=1 (+0), t=36s, mem=245MB
d=1250: frontier=12, visited=513364, red_footprints=1 (+0), t=36s, mem=245MB
d=1251: frontier=12, visited=513688, red_footprints=1 (+0), t=36s, mem=245MB
d=1252: frontier=12, visited=514065, red_footprints=1 (+0), t=36s, mem=245MB
d=1253: frontier=12, visited=514466, red_footprints=1 (+0), t=36s, mem=245MB
d=1254: frontier=12, visited=514863, red_footprints=1 (+0), t=36s, mem=246MB
d=1255: frontier=12, visited=515226, red_footprints=1 (+0), t=36s, mem=246MB
d=1256: frontier=12, visited=515623, red_footprints=1 (+0), t=36s, mem=246MB
d=1257: frontier=12, visited=516011, red_footprints=1 (+0), t=36s, mem=246MB
d=1258: frontier=12, visited=516401, red_footprints=1 (+0), t=36s, mem=246MB
d=1259: frontier=12, visited=516788, red_footprints=1 (+0), t=36s, mem=246MB
d=1260: frontier=12, visited=517232, red_footprints=1 (+0), t=36s, mem=247MB
d=1261: frontier=12, visited=517644, red_footprints=1 (+0), t=36s, mem=247MB
d=1262: frontier=12, visited=518100, red_footprints=1 (+0), t=36s, mem=247MB
d=1263: frontier=12, visited=518519, red_footprints=1 (+0), t=36s, mem=247MB
d=1264: frontier=12, visited=518955, red_footprints=1 (+0), t=36s, mem=247MB
d=1265: frontier=12, visited=519389, red_footprints=1 (+0), t=36s, mem=248MB
d=1266: frontier=12, visited=519836, red_footprints=1 (+0), t=36s, mem=248MB
d=1267: frontier=12, visited=520238, red_footprints=1 (+0), t=36s, mem=248MB
d=1268: frontier=12, visited=520701, red_footprints=1 (+0), t=36s, mem=248MB
d=1269: frontier=12, visited=521057, red_footprints=1 (+0), t=36s, mem=248MB
d=1270: frontier=12, visited=521446, red_footprints=1 (+0), t=36s, mem=249MB
d=1271: frontier=12, visited=521852, red_footprints=1 (+0), t=36s, mem=249MB
d=1272: frontier=12, visited=522204, red_footprints=1 (+0), t=36s, mem=249MB
d=1273: frontier=12, visited=522603, red_footprints=1 (+0), t=37s, mem=249MB
d=1274: frontier=12, visited=522953, red_footprints=1 (+0), t=37s, mem=249MB
d=1275: frontier=12, visited=523311, red_footprints=1 (+0), t=37s, mem=250MB
d=1276: frontier=12, visited=523713, red_footprints=1 (+0), t=37s, mem=250MB
d=1277: frontier=12, visited=524059, red_footprints=1 (+0), t=37s, mem=250MB
d=1278: frontier=12, visited=524427, red_footprints=1 (+0), t=37s, mem=250MB
d=1279: frontier=12, visited=524710, red_footprints=1 (+0), t=37s, mem=250MB
d=1280: frontier=12, visited=525052, red_footprints=1 (+0), t=37s, mem=250MB
d=1281: frontier=12, visited=525470, red_footprints=1 (+0), t=37s, mem=251MB
d=1282: frontier=12, visited=525944, red_footprints=1 (+0), t=37s, mem=251MB
d=1283: frontier=12, visited=526416, red_footprints=1 (+0), t=37s, mem=251MB
d=1284: frontier=12, visited=526942, red_footprints=1 (+0), t=37s, mem=251MB
d=1285: frontier=12, visited=527433, red_footprints=1 (+0), t=37s, mem=251MB
d=1286: frontier=12, visited=527983, red_footprints=1 (+0), t=37s, mem=252MB
d=1287: frontier=12, visited=528444, red_footprints=1 (+0), t=37s, mem=252MB
d=1288: frontier=12, visited=528929, red_footprints=1 (+0), t=37s, mem=252MB
d=1289: frontier=12, visited=529495, red_footprints=1 (+0), t=37s, mem=252MB
d=1290: frontier=12, visited=530026, red_footprints=1 (+0), t=37s, mem=253MB
d=1291: frontier=12, visited=530596, red_footprints=1 (+0), t=37s, mem=253MB
d=1292: frontier=12, visited=531046, red_footprints=1 (+0), t=37s, mem=253MB
d=1293: frontier=12, visited=531550, red_footprints=1 (+0), t=37s, mem=253MB
d=1294: frontier=12, visited=531952, red_footprints=1 (+0), t=37s, mem=254MB
d=1295: frontier=12, visited=532340, red_footprints=1 (+0), t=37s, mem=254MB
d=1296: frontier=12, visited=532770, red_footprints=1 (+0), t=37s, mem=254MB
d=1297: frontier=12, visited=533151, red_footprints=1 (+0), t=37s, mem=254MB
d=1298: frontier=12, visited=533581, red_footprints=1 (+0), t=37s, mem=254MB
d=1299: frontier=12, visited=533941, red_footprints=1 (+0), t=37s, mem=255MB
d=1300: frontier=12, visited=534307, red_footprints=1 (+0), t=37s, mem=255MB
d=1301: frontier=12, visited=534641, red_footprints=1 (+0), t=37s, mem=255MB
d=1302: frontier=12, visited=535014, red_footprints=1 (+0), t=37s, mem=255MB
d=1303: frontier=12, visited=535378, red_footprints=1 (+0), t=37s, mem=255MB
d=1304: frontier=12, visited=535733, red_footprints=1 (+0), t=37s, mem=255MB
d=1305: frontier=12, visited=536123, red_footprints=1 (+0), t=37s, mem=256MB
d=1306: frontier=12, visited=536561, red_footprints=1 (+0), t=37s, mem=256MB
d=1307: frontier=12, visited=536961, red_footprints=1 (+0), t=37s, mem=256MB
d=1308: frontier=12, visited=537415, red_footprints=1 (+0), t=38s, mem=256MB
d=1309: frontier=12, visited=537830, red_footprints=1 (+0), t=38s, mem=256MB
d=1310: frontier=12, visited=538303, red_footprints=1 (+0), t=38s, mem=257MB
d=1311: frontier=12, visited=538664, red_footprints=1 (+0), t=38s, mem=257MB
d=1312: frontier=12, visited=539068, red_footprints=1 (+0), t=38s, mem=257MB
d=1313: frontier=12, visited=539577, red_footprints=1 (+0), t=38s, mem=257MB
d=1314: frontier=12, visited=540057, red_footprints=1 (+0), t=38s, mem=258MB
d=1315: frontier=12, visited=540567, red_footprints=1 (+0), t=38s, mem=258MB
d=1316: frontier=12, visited=541015, red_footprints=1 (+0), t=38s, mem=258MB
d=1317: frontier=12, visited=541510, red_footprints=1 (+0), t=38s, mem=258MB
d=1318: frontier=12, visited=541936, red_footprints=1 (+0), t=38s, mem=258MB
d=1319: frontier=12, visited=542336, red_footprints=1 (+0), t=38s, mem=259MB
d=1320: frontier=12, visited=542790, red_footprints=1 (+0), t=38s, mem=259MB
d=1321: frontier=12, visited=543195, red_footprints=1 (+0), t=38s, mem=259MB
d=1322: frontier=12, visited=543655, red_footprints=1 (+0), t=38s, mem=259MB
d=1323: frontier=12, visited=544029, red_footprints=1 (+0), t=38s, mem=259MB
d=1324: frontier=12, visited=544417, red_footprints=1 (+0), t=38s, mem=260MB
d=1325: frontier=12, visited=544829, red_footprints=1 (+0), t=38s, mem=260MB
d=1326: frontier=12, visited=545235, red_footprints=1 (+0), t=38s, mem=260MB
d=1327: frontier=12, visited=545697, red_footprints=1 (+0), t=38s, mem=260MB
d=1328: frontier=12, visited=546133, red_footprints=1 (+0), t=38s, mem=260MB
d=1329: frontier=12, visited=546596, red_footprints=1 (+0), t=38s, mem=261MB
d=1330: frontier=12, visited=547105, red_footprints=1 (+0), t=38s, mem=261MB
d=1331: frontier=12, visited=547601, red_footprints=1 (+0), t=38s, mem=261MB
d=1332: frontier=12, visited=548099, red_footprints=1 (+0), t=38s, mem=261MB
d=1333: frontier=12, visited=548595, red_footprints=1 (+0), t=38s, mem=262MB
d=1334: frontier=12, visited=549145, red_footprints=1 (+0), t=38s, mem=262MB
d=1335: frontier=12, visited=549642, red_footprints=1 (+0), t=38s, mem=262MB
d=1336: frontier=12, visited=550198, red_footprints=1 (+0), t=38s, mem=262MB
d=1337: frontier=12, visited=550677, red_footprints=1 (+0), t=38s, mem=263MB
d=1338: frontier=12, visited=551177, red_footprints=1 (+0), t=38s, mem=263MB
d=1339: frontier=12, visited=551599, red_footprints=1 (+0), t=38s, mem=263MB
d=1340: frontier=12, visited=552057, red_footprints=1 (+0), t=38s, mem=263MB
d=1341: frontier=12, visited=552409, red_footprints=1 (+0), t=39s, mem=263MB
d=1342: frontier=12, visited=552824, red_footprints=1 (+0), t=39s, mem=264MB
d=1343: frontier=12, visited=553130, red_footprints=1 (+0), t=39s, mem=264MB
d=1344: frontier=12, visited=553410, red_footprints=1 (+0), t=39s, mem=264MB
d=1345: frontier=12, visited=553744, red_footprints=1 (+0), t=39s, mem=264MB
d=1346: frontier=12, visited=554041, red_footprints=1 (+0), t=39s, mem=264MB
d=1347: frontier=12, visited=554401, red_footprints=1 (+0), t=39s, mem=264MB
d=1348: frontier=12, visited=554714, red_footprints=1 (+0), t=39s, mem=265MB
d=1349: frontier=12, visited=555070, red_footprints=1 (+0), t=39s, mem=265MB
d=1350: frontier=12, visited=555486, red_footprints=1 (+0), t=39s, mem=265MB
d=1351: frontier=12, visited=555917, red_footprints=1 (+0), t=39s, mem=265MB
d=1352: frontier=12, visited=556393, red_footprints=1 (+0), t=39s, mem=265MB
d=1353: frontier=12, visited=556855, red_footprints=1 (+0), t=39s, mem=266MB
d=1354: frontier=12, visited=557318, red_footprints=1 (+0), t=39s, mem=266MB
d=1355: frontier=12, visited=557814, red_footprints=1 (+0), t=39s, mem=266MB
d=1356: frontier=12, visited=558285, red_footprints=1 (+0), t=39s, mem=266MB
d=1357: frontier=12, visited=558761, red_footprints=1 (+0), t=39s, mem=266MB
d=1358: frontier=12, visited=559257, red_footprints=1 (+0), t=39s, mem=267MB
d=1359: frontier=12, visited=559807, red_footprints=1 (+0), t=39s, mem=267MB
d=1360: frontier=12, visited=560302, red_footprints=1 (+0), t=39s, mem=267MB
d=1361: frontier=12, visited=560852, red_footprints=1 (+0), t=39s, mem=267MB
d=1362: frontier=12, visited=561315, red_footprints=1 (+0), t=39s, mem=268MB
d=1363: frontier=12, visited=561771, red_footprints=1 (+0), t=39s, mem=268MB
d=1364: frontier=12, visited=562188, red_footprints=1 (+0), t=39s, mem=268MB
d=1365: frontier=12, visited=562616, red_footprints=1 (+0), t=39s, mem=268MB
d=1366: frontier=12, visited=562954, red_footprints=1 (+0), t=39s, mem=268MB
d=1367: frontier=12, visited=563341, red_footprints=1 (+0), t=39s, mem=269MB
d=1368: frontier=12, visited=563623, red_footprints=1 (+0), t=39s, mem=269MB
d=1369: frontier=12, visited=563879, red_footprints=1 (+0), t=39s, mem=269MB
d=1370: frontier=12, visited=564189, red_footprints=1 (+0), t=39s, mem=269MB
d=1371: frontier=12, visited=564456, red_footprints=1 (+0), t=39s, mem=269MB
d=1372: frontier=12, visited=564778, red_footprints=1 (+0), t=39s, mem=269MB
d=1373: frontier=12, visited=565082, red_footprints=1 (+0), t=39s, mem=269MB
d=1374: frontier=12, visited=565411, red_footprints=1 (+0), t=39s, mem=270MB
d=1375: frontier=12, visited=565835, red_footprints=1 (+0), t=39s, mem=270MB
d=1376: frontier=12, visited=566250, red_footprints=1 (+0), t=40s, mem=270MB
d=1377: frontier=12, visited=566683, red_footprints=1 (+0), t=40s, mem=270MB
d=1378: frontier=12, visited=567080, red_footprints=1 (+0), t=40s, mem=270MB
d=1379: frontier=12, visited=567537, red_footprints=1 (+0), t=40s, mem=271MB
d=1380: frontier=12, visited=567964, red_footprints=1 (+0), t=40s, mem=271MB
d=1381: frontier=12, visited=568437, red_footprints=1 (+0), t=40s, mem=271MB
d=1382: frontier=12, visited=568922, red_footprints=1 (+0), t=40s, mem=271MB
d=1383: frontier=12, visited=569436, red_footprints=1 (+0), t=40s, mem=272MB
d=1384: frontier=12, visited=569900, red_footprints=1 (+0), t=40s, mem=272MB
d=1385: frontier=12, visited=570412, red_footprints=1 (+0), t=40s, mem=272MB
d=1386: frontier=12, visited=570845, red_footprints=1 (+0), t=40s, mem=272MB
d=1387: frontier=12, visited=571302, red_footprints=1 (+0), t=40s, mem=272MB
d=1388: frontier=12, visited=571773, red_footprints=1 (+0), t=40s, mem=273MB
d=1389: frontier=12, visited=572213, red_footprints=1 (+0), t=40s, mem=273MB
d=1390: frontier=12, visited=572719, red_footprints=1 (+0), t=40s, mem=273MB
d=1391: frontier=12, visited=573224, red_footprints=1 (+0), t=40s, mem=273MB
d=1392: frontier=12, visited=573755, red_footprints=1 (+0), t=40s, mem=274MB
d=1393: frontier=12, visited=574328, red_footprints=1 (+0), t=40s, mem=274MB
d=1394: frontier=12, visited=574790, red_footprints=1 (+0), t=40s, mem=274MB
d=1395: frontier=12, visited=575226, red_footprints=1 (+0), t=40s, mem=274MB
d=1396: frontier=12, visited=575713, red_footprints=1 (+0), t=40s, mem=275MB
d=1397: frontier=12, visited=576139, red_footprints=1 (+0), t=40s, mem=275MB
d=1398: frontier=12, visited=576552, red_footprints=1 (+0), t=40s, mem=275MB
d=1399: frontier=12, visited=577027, red_footprints=1 (+0), t=40s, mem=275MB
d=1400: frontier=12, visited=577439, red_footprints=1 (+0), t=40s, mem=275MB
d=1401: frontier=12, visited=577785, red_footprints=1 (+0), t=40s, mem=276MB
d=1402: frontier=12, visited=578167, red_footprints=1 (+0), t=40s, mem=276MB
d=1403: frontier=12, visited=578450, red_footprints=1 (+0), t=40s, mem=276MB
d=1404: frontier=12, visited=578792, red_footprints=1 (+0), t=40s, mem=276MB
d=1405: frontier=12, visited=579203, red_footprints=1 (+0), t=40s, mem=276MB
d=1406: frontier=12, visited=579617, red_footprints=1 (+0), t=40s, mem=276MB
d=1407: frontier=12, visited=580033, red_footprints=1 (+0), t=40s, mem=277MB
d=1408: frontier=12, visited=580502, red_footprints=1 (+0), t=40s, mem=277MB
d=1409: frontier=12, visited=580933, red_footprints=1 (+0), t=41s, mem=277MB
d=1410: frontier=12, visited=581357, red_footprints=1 (+0), t=41s, mem=277MB
d=1411: frontier=12, visited=581839, red_footprints=1 (+0), t=41s, mem=277MB
d=1412: frontier=12, visited=582290, red_footprints=1 (+0), t=41s, mem=278MB
d=1413: frontier=12, visited=582818, red_footprints=1 (+0), t=41s, mem=278MB
d=1414: frontier=12, visited=583269, red_footprints=1 (+0), t=41s, mem=278MB
d=1415: frontier=12, visited=583779, red_footprints=1 (+0), t=41s, mem=278MB
d=1416: frontier=12, visited=584222, red_footprints=1 (+0), t=41s, mem=279MB
d=1417: frontier=12, visited=584721, red_footprints=1 (+0), t=41s, mem=279MB
d=1418: frontier=12, visited=585123, red_footprints=1 (+0), t=41s, mem=279MB
d=1419: frontier=12, visited=585515, red_footprints=1 (+0), t=41s, mem=279MB
d=1420: frontier=12, visited=585948, red_footprints=1 (+0), t=41s, mem=279MB
d=1421: frontier=12, visited=586329, red_footprints=1 (+0), t=41s, mem=280MB
d=1422: frontier=12, visited=586685, red_footprints=1 (+0), t=41s, mem=280MB
d=1423: frontier=12, visited=587086, red_footprints=1 (+0), t=41s, mem=280MB
d=1424: frontier=12, visited=587441, red_footprints=1 (+0), t=41s, mem=280MB
d=1425: frontier=12, visited=587769, red_footprints=1 (+0), t=41s, mem=280MB
d=1426: frontier=12, visited=588132, red_footprints=1 (+0), t=41s, mem=280MB
d=1427: frontier=12, visited=588415, red_footprints=1 (+0), t=41s, mem=281MB
d=1428: frontier=12, visited=588757, red_footprints=1 (+0), t=41s, mem=281MB
d=1429: frontier=12, visited=589170, red_footprints=1 (+0), t=41s, mem=281MB
d=1430: frontier=12, visited=589584, red_footprints=1 (+0), t=41s, mem=281MB
d=1431: frontier=12, visited=590000, red_footprints=1 (+0), t=41s, mem=281MB
d=1432: frontier=12, visited=590469, red_footprints=1 (+0), t=41s, mem=282MB
d=1433: frontier=12, visited=590892, red_footprints=1 (+0), t=41s, mem=282MB
d=1434: frontier=12, visited=591315, red_footprints=1 (+0), t=41s, mem=282MB
d=1435: frontier=12, visited=591791, red_footprints=1 (+0), t=41s, mem=282MB
d=1436: frontier=12, visited=592185, red_footprints=1 (+0), t=41s, mem=282MB
d=1437: frontier=12, visited=592708, red_footprints=1 (+0), t=41s, mem=283MB
d=1438: frontier=12, visited=593173, red_footprints=1 (+0), t=41s, mem=283MB
d=1439: frontier=12, visited=593647, red_footprints=1 (+0), t=41s, mem=283MB
d=1440: frontier=12, visited=594084, red_footprints=1 (+0), t=41s, mem=283MB
d=1441: frontier=12, visited=594568, red_footprints=1 (+0), t=41s, mem=284MB
d=1442: frontier=12, visited=594989, red_footprints=1 (+0), t=41s, mem=284MB
d=1443: frontier=12, visited=595403, red_footprints=1 (+0), t=41s, mem=284MB
d=1444: frontier=12, visited=595819, red_footprints=1 (+0), t=42s, mem=284MB
d=1445: frontier=12, visited=596288, red_footprints=1 (+0), t=42s, mem=284MB
d=1446: frontier=12, visited=596705, red_footprints=1 (+0), t=42s, mem=285MB
d=1447: frontier=12, visited=597125, red_footprints=1 (+0), t=42s, mem=285MB
d=1448: frontier=12, visited=597601, red_footprints=1 (+0), t=42s, mem=285MB
d=1449: frontier=12, visited=597994, red_footprints=1 (+0), t=42s, mem=285MB
d=1450: frontier=12, visited=598423, red_footprints=1 (+0), t=42s, mem=285MB
d=1451: frontier=12, visited=598785, red_footprints=1 (+0), t=42s, mem=286MB
d=1452: frontier=12, visited=599170, red_footprints=1 (+0), t=42s, mem=286MB
d=1453: frontier=12, visited=599441, red_footprints=1 (+0), t=42s, mem=286MB
d=1454: frontier=12, visited=599771, red_footprints=1 (+0), t=42s, mem=286MB
d=1455: frontier=12, visited=600149, red_footprints=1 (+0), t=42s, mem=286MB
d=1456: frontier=12, visited=600493, red_footprints=1 (+0), t=42s, mem=286MB
d=1457: frontier=12, visited=600890, red_footprints=1 (+0), t=42s, mem=287MB
d=1458: frontier=12, visited=601246, red_footprints=1 (+0), t=42s, mem=287MB
d=1459: frontier=12, visited=601592, red_footprints=1 (+0), t=42s, mem=287MB
d=1460: frontier=12, visited=601985, red_footprints=1 (+0), t=42s, mem=287MB
d=1461: frontier=12, visited=602362, red_footprints=1 (+0), t=42s, mem=287MB
d=1462: frontier=12, visited=602798, red_footprints=1 (+0), t=42s, mem=287MB
d=1463: frontier=12, visited=603187, red_footprints=1 (+0), t=42s, mem=288MB
d=1464: frontier=12, visited=603621, red_footprints=1 (+0), t=42s, mem=288MB
d=1465: frontier=12, visited=604070, red_footprints=1 (+0), t=42s, mem=288MB
d=1466: frontier=12, visited=604526, red_footprints=1 (+0), t=42s, mem=288MB
d=1467: frontier=12, visited=604991, red_footprints=1 (+0), t=42s, mem=288MB
d=1468: frontier=12, visited=605381, red_footprints=1 (+0), t=42s, mem=289MB
d=1469: frontier=12, visited=605762, red_footprints=1 (+0), t=42s, mem=289MB
d=1470: frontier=12, visited=606184, red_footprints=1 (+0), t=42s, mem=289MB
d=1471: frontier=12, visited=606572, red_footprints=1 (+0), t=42s, mem=289MB
d=1472: frontier=12, visited=606940, red_footprints=1 (+0), t=42s, mem=289MB
d=1473: frontier=12, visited=607359, red_footprints=1 (+0), t=42s, mem=290MB
d=1474: frontier=12, visited=607744, red_footprints=1 (+0), t=42s, mem=290MB
d=1475: frontier=12, visited=608156, red_footprints=1 (+0), t=42s, mem=290MB
d=1476: frontier=12, visited=608501, red_footprints=1 (+0), t=42s, mem=290MB
d=1477: frontier=12, visited=608870, red_footprints=1 (+0), t=42s, mem=290MB
d=1478: frontier=12, visited=609162, red_footprints=1 (+0), t=42s, mem=290MB
d=1479: frontier=12, visited=609499, red_footprints=1 (+0), t=42s, mem=291MB
d=1480: frontier=12, visited=609839, red_footprints=1 (+0), t=42s, mem=291MB
d=1481: frontier=12, visited=610181, red_footprints=1 (+0), t=43s, mem=291MB
d=1482: frontier=12, visited=610525, red_footprints=1 (+0), t=43s, mem=291MB
d=1483: frontier=12, visited=610920, red_footprints=1 (+0), t=43s, mem=291MB
d=1484: frontier=12, visited=611281, red_footprints=1 (+0), t=43s, mem=291MB
d=1485: frontier=12, visited=611653, red_footprints=1 (+0), t=43s, mem=292MB
d=1486: frontier=12, visited=612090, red_footprints=1 (+0), t=43s, mem=292MB
d=1487: frontier=12, visited=612516, red_footprints=1 (+0), t=43s, mem=292MB
d=1488: frontier=12, visited=612988, red_footprints=1 (+0), t=43s, mem=292MB
d=1489: frontier=12, visited=613451, red_footprints=1 (+0), t=43s, mem=293MB
d=1490: frontier=12, visited=613962, red_footprints=1 (+0), t=43s, mem=293MB
d=1491: frontier=12, visited=614412, red_footprints=1 (+0), t=43s, mem=293MB
d=1492: frontier=12, visited=614919, red_footprints=1 (+0), t=43s, mem=293MB
d=1493: frontier=12, visited=615303, red_footprints=1 (+0), t=43s, mem=293MB
d=1494: frontier=12, visited=615650, red_footprints=1 (+0), t=43s, mem=294MB
d=1495: frontier=12, visited=616012, red_footprints=1 (+0), t=43s, mem=294MB
d=1496: frontier=12, visited=616421, red_footprints=1 (+0), t=43s, mem=294MB
d=1497: frontier=12, visited=616775, red_footprints=1 (+0), t=43s, mem=294MB
d=1498: frontier=12, visited=617190, red_footprints=1 (+0), t=43s, mem=294MB
d=1499: frontier=12, visited=617536, red_footprints=1 (+0), t=43s, mem=294MB
d=1500: frontier=12, visited=617846, red_footprints=1 (+0), t=43s, mem=295MB
d=1501: frontier=12, visited=618193, red_footprints=1 (+0), t=43s, mem=295MB
d=1502: frontier=12, visited=618523, red_footprints=1 (+0), t=43s, mem=295MB
d=1503: frontier=12, visited=618809, red_footprints=1 (+0), t=43s, mem=295MB
d=1504: frontier=12, visited=619122, red_footprints=1 (+0), t=43s, mem=295MB
d=1505: frontier=12, visited=619447, red_footprints=1 (+0), t=43s, mem=295MB
d=1506: frontier=12, visited=619783, red_footprints=1 (+0), t=43s, mem=296MB
d=1507: frontier=12, visited=620125, red_footprints=1 (+0), t=43s, mem=296MB
d=1508: frontier=12, visited=620470, red_footprints=1 (+0), t=43s, mem=296MB
d=1509: frontier=12, visited=620853, red_footprints=1 (+0), t=43s, mem=296MB
d=1510: frontier=12, visited=621221, red_footprints=1 (+0), t=43s, mem=296MB
d=1511: frontier=12, visited=621675, red_footprints=1 (+0), t=43s, mem=296MB
d=1512: frontier=12, visited=622118, red_footprints=1 (+0), t=43s, mem=297MB
d=1513: frontier=12, visited=622603, red_footprints=1 (+0), t=43s, mem=297MB
d=1514: frontier=12, visited=623033, red_footprints=1 (+0), t=43s, mem=297MB
d=1515: frontier=12, visited=623490, red_footprints=1 (+0), t=43s, mem=297MB
d=1516: frontier=12, visited=623968, red_footprints=1 (+0), t=43s, mem=298MB
d=1517: frontier=12, visited=624490, red_footprints=1 (+0), t=44s, mem=298MB
d=1518: frontier=12, visited=624956, red_footprints=1 (+0), t=44s, mem=298MB
d=1519: frontier=12, visited=625419, red_footprints=1 (+0), t=44s, mem=298MB
d=1520: frontier=12, visited=625875, red_footprints=1 (+0), t=44s, mem=298MB
d=1521: frontier=12, visited=626388, red_footprints=1 (+0), t=44s, mem=299MB
d=1522: frontier=12, visited=626854, red_footprints=1 (+0), t=44s, mem=299MB
d=1523: frontier=12, visited=627309, red_footprints=1 (+0), t=44s, mem=299MB
d=1524: frontier=12, visited=627740, red_footprints=1 (+0), t=44s, mem=299MB
d=1525: frontier=12, visited=628233, red_footprints=1 (+0), t=44s, mem=300MB
d=1526: frontier=12, visited=628645, red_footprints=1 (+0), t=44s, mem=300MB
d=1527: frontier=12, visited=629141, red_footprints=1 (+0), t=44s, mem=300MB
d=1528: frontier=12, visited=629656, red_footprints=1 (+0), t=44s, mem=300MB
d=1529: frontier=12, visited=630149, red_footprints=1 (+0), t=44s, mem=300MB
d=1530: frontier=12, visited=630699, red_footprints=1 (+0), t=44s, mem=301MB
d=1531: frontier=12, visited=631243, red_footprints=1 (+0), t=44s, mem=301MB
d=1532: frontier=12, visited=631760, red_footprints=1 (+0), t=44s, mem=301MB
d=1533: frontier=12, visited=632279, red_footprints=1 (+0), t=44s, mem=301MB
d=1534: frontier=12, visited=632776, red_footprints=1 (+0), t=44s, mem=302MB
d=1535: frontier=12, visited=633330, red_footprints=1 (+0), t=44s, mem=302MB
d=1536: frontier=12, visited=633840, red_footprints=1 (+0), t=44s, mem=302MB
d=1537: frontier=12, visited=634224, red_footprints=1 (+0), t=44s, mem=302MB
d=1538: frontier=12, visited=634637, red_footprints=1 (+0), t=44s, mem=303MB
d=1539: frontier=12, visited=634991, red_footprints=1 (+0), t=44s, mem=303MB
d=1540: frontier=12, visited=635405, red_footprints=1 (+0), t=44s, mem=303MB
d=1541: frontier=12, visited=635671, red_footprints=1 (+0), t=44s, mem=303MB
d=1542: frontier=12, visited=635974, red_footprints=1 (+0), t=44s, mem=303MB
d=1543: frontier=12, visited=636278, red_footprints=1 (+0), t=44s, mem=303MB
